label,precision,recall,f1-score,support
T1003.002_5a484b65c247675e3b7ada4ba648d376,0.0,0.0,0.0,6.0
T1003.003_9f73269695e54311dd61dc68940fb3e1,0.0,0.0,0.0,1.0
T1047_6935e41353aa781bb723462d26114c44,0.0,0.0,0.0,1.0
T1059.001_e5f9de8f-3df1-4e78-ad92-a784e3f6770d,0.0,0.0,0.0,165.0
T1105_1095434782a00c8a4772a11e625bcf5d,0.0,0.0,0.0,4.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_e90756bb6dcd21462dc4cc452661df91,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,188.0
macro avg,0.0,0.0,0.0,188.0
weighted avg,0.0,0.0,0.0,188.0
