label,precision,recall,f1-score,support
T1003.003_9f73269695e54311dd61dc68940fb3e1,0.0,0.0,0.0,1.0
T1016_921055f4-5970-4707-909e-62f594234d91,0.0,0.0,0.0,2.0
T1036.003_04e8d83e7badf098d50800d6aa1dd487,0.0,0.0,0.0,23.0
T1059.001_bfff9006-d1fb-46ce-b173-92cb04e9a031,0.0,0.0,0.0,7.0
T1112_e7a987cbef27263e666e5b096488dc55,0.0,0.0,0.0,3.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1217_f7a0f7d704aa52a764d9d1bee81e65d6,0.0,0.0,0.0,1.0
T1491_68235976-2404-42a8-9105-68230cfef562,0.0,0.0,0.0,10.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,57.0
macro avg,0.0,0.0,0.0,57.0
weighted avg,0.0,0.0,0.0,57.0
