label,precision,recall,f1-score,support
T1016_a0676fe1-cd52-482e-8dde-349b73f9aa69,0.0,0.0,0.0,1.0
T1040_6881a4589710d53f0c146e91db513f01,0.0,0.0,0.0,6.0
T1047_f4b0b4129560ea66f9751275e82f6bab,0.0,0.0,0.0,2.0
T1078.001_d0ca00832890baa1d42322cf70fcab1a,0.0,0.0,0.0,1.0
T1112_257313a3c93e3bb7dfb60d6753b09e34,0.0,0.0,0.0,3.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1491_47d08617-5ce1-424a-8cc5-c9c978ce6bf9,0.0,0.0,0.0,6.0
T1562.002_6a8d25d65a7d481dc479f89c62af1e6a,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,30.0
macro avg,0.0,0.0,0.0,30.0
weighted avg,0.0,0.0,0.0,30.0
