label,precision,recall,f1-score,support
T1003.002_5a484b65c247675e3b7ada4ba648d376,0.0,0.0,0.0,6.0
T1040_6881a4589710d53f0c146e91db513f01,0.0,0.0,0.0,6.0
T1057_b2a1e430ca6d36eb5af2fe666e769847,0.0,0.0,0.0,1.0
T1083_52177cc1-b9ab-4411-ac21-2eadc4b5d3b8,0.0,0.0,0.0,21.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,12.0
T1490_c156ac5c9fa67080365268d95f29053d,0.0,0.0,0.0,1.0
T1562.002_6a8d25d65a7d481dc479f89c62af1e6a,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,57.0
macro avg,0.0,0.0,0.0,57.0
weighted avg,0.0,0.0,0.0,57.0
