label,precision,recall,f1-score,support
T1003.003_f049b89533298c2d6cd37a940248b219,0.0,0.0,0.0,1.0
T1057_b2a1e430ca6d36eb5af2fe666e769847,0.0,0.0,0.0,1.0
T1059.001_e5f9de8f-3df1-4e78-ad92-a784e3f6770d,0.0,0.0,0.0,165.0
T1105_1095434782a00c8a4772a11e625bcf5d,0.0,0.0,0.0,4.0
T1112_fa4ba6a06b4a5cd955ea5a60fae24281,0.0,0.0,0.0,3.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1482_cfb61005899996469ae3023796792ca5,0.0,0.0,0.0,1.0
T1490_c8f329d2847ede593b6cb4a1ec6120fb,0.0,0.0,0.0,5.0
T1548.002_665432a4-42e7-4ee1-af19-a9a8c9455d0c,0.0,0.0,0.0,4.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,194.0
macro avg,0.0,0.0,0.0,194.0
weighted avg,0.0,0.0,0.0,194.0
