label,precision,recall,f1-score,support
T1003.001_0ef4cc7b-611c-4237-b20b-db36b6906554,0.0,0.0,0.0,73.0
T1003.002_5a484b65c247675e3b7ada4ba648d376,0.0,0.0,0.0,6.0
T1047_ed736a123da6fb2aab22cfd4f437e8b5,0.0,0.0,0.0,1.0
T1087.001_6334877e8e3ba48f7835d4856d90a282,0.0,0.0,0.0,1.0
T1105_1095434782a00c8a4772a11e625bcf5d,0.0,0.0,0.0,4.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_9e5e4c0655fd1b5be88bd40b8251175f,0.0,0.0,0.0,1.0
T1547.001_d3ef4145e4144fd694514b1c5cc17350,0.0,0.0,0.0,5.0
T1547.009_501af516bd8b24fee0c7c650ae5cc861,0.0,0.0,0.0,10.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,111.0
macro avg,0.0,0.0,0.0,111.0
weighted avg,0.0,0.0,0.0,111.0
