label,precision,recall,f1-score,support
T1003.002_5a484b65c247675e3b7ada4ba648d376,0.0,0.0,0.0,6.0
T1055.001_a74bc239-a196-4f7e-8d5c-fe8c0266071c,0.0,0.0,0.0,1.0
T1069.001_a1f48fa3ddee658b29b414523c9a295b,0.0,0.0,0.0,1.0
T1078.001_d0ca00832890baa1d42322cf70fcab1a,0.0,0.0,0.0,1.0
T1105_1095434782a00c8a4772a11e625bcf5d,0.0,0.0,0.0,4.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_c8f329d2847ede593b6cb4a1ec6120fb,0.0,0.0,0.0,7.0
T1518.001_b8453a5fe06b24aea12b27592d5c3d3a,0.0,0.0,0.0,1.0
T1547.004_aa147165f6c116cb0b0f944abe1db8ce,0.0,0.0,0.0,4.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,35.0
macro avg,0.0,0.0,0.0,35.0
weighted avg,0.0,0.0,0.0,35.0
