label,precision,recall,f1-score,support
T1087.001_6334877e8e3ba48f7835d4856d90a282,0.0,0.0,0.0,1.0
T1105_1095434782a00c8a4772a11e625bcf5d,0.0,0.0,0.0,4.0
T1112_cab7b85611a290c0769546bfa9d6f962,0.0,0.0,0.0,3.0
T1112_e7a987cbef27263e666e5b096488dc55,0.0,0.0,0.0,3.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_9e5e4c0655fd1b5be88bd40b8251175f,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,22.0
macro avg,0.0,0.0,0.0,22.0
weighted avg,0.0,0.0,0.0,22.0
