label,precision,recall,f1-score,support
T1003_18f31c311ac208802e88ab8d5af8603e,0.0,0.0,0.0,7.0
T1059.001_55678719-e76e-4df9-92aa-10655bbd1cf4,0.0,0.0,0.0,6.0
T1059.001_bfff9006-d1fb-46ce-b173-92cb04e9a031,0.0,0.0,0.0,7.0
T1087.001_6334877e8e3ba48f7835d4856d90a282,0.0,0.0,0.0,2.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_9e5e4c0655fd1b5be88bd40b8251175f,0.0,0.0,0.0,1.0
T1548.002_665432a4-42e7-4ee1-af19-a9a8c9455d0c,0.0,0.0,0.0,4.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,37.0
macro avg,0.0,0.0,0.0,37.0
weighted avg,0.0,0.0,0.0,37.0
