label,precision,recall,f1-score,support
T1016_71b3d2945679566b9d94d8cb11df4b70,0.0,0.0,0.0,1.0
T1036.003_04e8d83e7badf098d50800d6aa1dd487,0.0,0.0,0.0,23.0
T1049_638fb6bb-ba39-4285-93d1-7e4775b033a8,0.0,0.0,0.0,1.0
T1055.002_e5bcefee-262d-4568-a261-e8a20855ec81,0.0,0.0,0.0,1.0
T1090.001_ba343199a4f15ed6b57eb52412f62e4e,0.0,0.0,0.0,2.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_c156ac5c9fa67080365268d95f29053d,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
micro avg,0.0,0.0,0.0,39.0
macro avg,0.0,0.0,0.0,39.0
weighted avg,0.0,0.0,0.0,39.0
