label,precision,recall,f1-score,support
T1003.002_7fa4ea18694f2552547b65e23952cabb,0.0,0.0,0.0,5.0
T1003_18f31c311ac208802e88ab8d5af8603e,0.0,0.0,0.0,7.0
T1016_a0676fe1-cd52-482e-8dde-349b73f9aa69,0.0,0.0,0.0,1.0
T1083_52177cc1-b9ab-4411-ac21-2eadc4b5d3b8,0.0,0.0,0.0,21.0
T1105_4f683658f161ccdc51337c470d32bab9,0.0,0.0,0.0,10.0
T1112_fd992e8ecfdac9b56dd6868904044827,0.0,0.0,0.0,3.0
T1204.002_522f3f35cd013e63830fa555495a0081,0.0,0.0,0.0,1.0
T1490_e90756bb6dcd21462dc4cc452661df91,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a,0.0,0.0,0.0,9.0
T1574.001_63bbedafba2f541552ac3579e9e3737b,0.0,0.0,0.0,64.0
micro avg,0.0,0.0,0.0,122.0
macro avg,0.0,0.0,0.0,122.0
weighted avg,0.0,0.0,0.0,122.0
